codelist_code,term_code,term_value,collected_value,term_preferred_term,term_synonyms
C66741,C199998,HRVSDANN,HRVSDANN,"Heart Rate Variability, Average Standard Deviation NN Interval Measurement","Heart Rate Variability, Average Standard Deviation NN Interval; Heart Rate Variability, SDANN"
C66741,C199682,HRVSDNN,HRVSDNN,"Heart Rate Variability, Standard Deviation NN Interval Measurement","Heart Rate Variability, SDNN; Heart Rate Variability, Standard Deviation NN Interval"
C66741,C163568,HTAPCTL,HTAPCTL,Height-for-Age Percentile,Height-for-Age Percentile
C66741,C117976,IDEALWT,IDEALWT,Ideal Body Weight,Ideal Body Weight
C66741,C41255,INTP,INTP,Interpretation,Interpretation
C66741,C84372,KNEEHEEL,KNEEHEEL,Knee to Heel Length Measurement,Knee to Heel Length
C66741,C71258,LBM,LBM,Lean Body Mass,Lean Body Mass
C66741,C139219,LBMTBMR,LBMTBMR,Lean Body Mass to Total Body Mass Ratio Measurement,Lean Body Mass/Total Body Mass
C66741,C199997,LTM,LTM,Lean Tissue Mass Measurement,Lean Tissue Mass
C66741,C174233,MANDL,MANDL,Mandibular Length,Mandibular Length
C66741,C49679,MAP,MAP,Mean Arterial Pressure,Mean Arterial Pressure
C66741,C147492,MAXPREHR,MAXPREHR,Maximum Predicted Heart Rate,Maximum Predicted Heart Rate
C66741,C124475,MUARMCIR,MUARMCIR,Mid-Upper Arm Circumference,Mid-Upper Arm Circumference
C66741,C154891,NECKCIR,NECKCIR,Neck Circumference,Neck Circumference
C66741,C60832,OXYSAT,OXYSAT,Oxygen Saturation Measurement,Oxygen Saturation
C66741,C49676,PULSE,PULSE,Pulse Rate,Pulse Rate
C66741,C100945,PULSEPR,PULSEPR,Pulse Pressure,Pulse Pressure
C66741,C49678,RESP,RESP,Respiratory Rate,Respiratory Rate
C66741,C87054,SAD,SAD,Sagittal Abdominal Diameter,Sagittal Abdominal Diameter
C66741,C174311,SAO2FIO2,SAO2FIO2,Oxygen Saturation/Fraction Inspired O2,Oxygen Saturation/Fraction Inspired O2
C66741,C172608,SBPAPCTL,SBPAPCTL,Systolic Blood Pressure-for-Age Percentile,Systolic Blood Pressure-for-Age Percentile; Systolic BP-for-Age Percentile
C66741,C172607,SBPHPCTL,SBPHPCTL,Systolic Blood Pressure-for-Height Percentile,Systolic Blood Pressure-for-Height Percentile; Systolic BP-for-Height Percentile
C66741,C98785,SSSKNF,SSSKNF,Subscapular Skinfold Thickness,Subscapular Skinfold Thickness
C66741,C25298,SYSBP,SYSBP,Systolic Blood Pressure,Systolic Blood Pressure
C66741,C104622,TBW,TBW,Total Body Water Measurement,Total Body Water
C66741,C225770,TBWTBM,TBWTBM,Total Body Water to Total Body Mass Ratio Measurement,Total Body Water/Total Body Mass
C66741,C174446,TEMP,TEMP,Body Temperature,Body Temperature; Temperature
C66741,C174370,TEMPCB,TEMPCB,Core Body Temperature,Core Body Temperature
C66741,C174371,TEMPPB,TEMPPB,Peripheral Body Temperature,Peripheral Body Temperature
C66741,C191365,TIBIAL,TIBIAL,Tibial Length,Tibial Length
C66741,C98793,TRSKNF,TRSKNF,Triceps Skinfold Thickness,Triceps Skinfold Thickness
C66741,C174376,ULNARL,ULNARL,Ulnar Length,Ulnar Length
C66741,C17651,WAISTHIP,WAISTHIP,Waist-Hip Ratio,Waist to Hip Ratio
C66741,C181552,WASTHEEL,WASTHEEL,Waist to Heel Length,Waist to Heel Length
C66741,C25208,WEIGHT,WEIGHT,Weight,Weight
C66741,C100948,WSTCIR,WSTCIR,Waist Circumference,Waist Circumference
C66741,C163569,WTAPCTL,WTAPCTL,Weight-for-Age Percentile,Weight-for-Age Percentile
C66741,C163570,WTHTPCTL,WTHTPCTL,Weight-for-Height Percentile,Weight-for-Height Percentile
C67153,C103346,Abdominal Skinfold Thickness,Abdominal Skinfold Thickness,Abdominal Skinfold Thickness,Abdominal Skinfold Thickness
C67153,C87304,Ankle-Brachial Index,Ankle-Brachial Index,Ankle-Brachial Index,Ankle-Brachial Index
C67153,C181553,Arm Span,Arm Span,Arm Span,Arm Span; Armspan; Reach; Wingspan
C67153,C126083,Basal Metabolic Rate,Basal Metabolic Rate,Basal Metabolic Rate,Basal Metabolic Rate
C67153,C76325,Birth Weight,Birth Weight,Birth Weight,Birth Weight
C67153,C163567,BMI-for-Age Percentile,BMI-for-Age Percentile,BMI-for-Age Percentile,BMI-for-Age Percentile
C67153,C199996,Body Cell Mass,Body Cell Mass,Body Cell Mass Measurement,Body Cell Mass
C67153,C122232,Body Fat Measurement,Body Fat Measurement,Body Fat Measurement,Body Fat Measurement
C67153,C49680,Body Frame Size,Body Frame Size,Body Frame Size,Body Frame Size
C67153,C81298,Body Length,Body Length,Total Body Length,Body Length
C67153,C205752,Body Length-for-Age Percentile,Body Length-for-Age Percentile,Body Length-for-Age Percentile,Body Length-for-Age Percentile
C67153,C16358,Body Mass Index,Body Mass Index,Body Mass Index,Body Mass Index
C67153,C25157,Body Surface Area,Body Surface Area,Body Surface Area,Body Surface Area
C67153,C178060,Calf Circumference,Calf Circumference,Calf Circumference,Calf Circumference
C67153,C168125,Capillary Refill Time,Capillary Refill Time,Capillary Refill Test,Capillary Refill Time
C67153,C156606,Chest Circumference,Chest Circumference,Chest Circumference,Chest Circumference
C67153,C174370,Core Body Temperature,Core Body Temperature,Core Body Temperature,Core Body Temperature
C67153,C170639,Crown-to-Heel Length,Crown-to-Heel Length,Crown to Heel Length,Crown-to-Heel Length
C67153,C25299,Diastolic Blood Pressure,Diastolic Blood Pressure,Diastolic Blood Pressure,Diastolic Blood Pressure
C67153,C172610,Diastolic BP-for-Age Percentile,Diastolic BP-for-Age Percentile,Diastolic Blood Pressure-for-Age Percentile,Diastolic Blood Pressure-for-Age Percentile; Diastolic BP-for-Age Percentile
C67153,C172609,Diastolic BP-for-Height Percentile,Diastolic BP-for-Height Percentile,Diastolic Blood Pressure-for-Height Percentile,Diastolic Blood Pressure-for-Height Percentile; Diastolic BP-for-Height Percentile
C67153,C147491,Energy Expenditure,Energy Expenditure,Energy Expenditure,Energy Expenditure
C67153,C132482,Estimated Weight,Estimated Weight,Estimated Body Weight,Estimated Body Weight; Estimated Weight
C67153,C191364,Extracellular Water,Extracellular Water,Extracellular Water Measurement,Extracellular Body Water; Extracellular Water
C67153,C191363,Extracellular Water/Total Body Water,Extracellular Water/Total Body Water,Extracellular Water to Total Body Water Ratio Measurement,ECW/TBW; Extracellular Water/Total Body Water
C67153,C174372,Fetal Estimated Weight,Fetal Estimated Weight,Fetal Estimated Weight,Fetal Estimated Weight
C67153,C158297,Fetal Head Circumference,Fetal Head Circumference,Fetal Head Circumference,Fetal Head Circumference
C67153,C92716,Fetal Heart Rate,Fetal Heart Rate,Fetal Heart Rate,Fetal Heart Rate; Fetal HR
C67153,C174375,Fetal Mandibular Length,Fetal Mandibular Length,Fetal Mandibular Length,Fetal Mandibular Length
C67153,C174373,Fetal Sagittal Abdominal Diameter,Fetal Sagittal Abdominal Diameter,Fetal Sagittal Abdominal Diameter,Fetal SAD; Fetal Sagittal Abdominal Diameter
C67153,C214762,Fetal Size-for-Gestational Age Category,Fetal Size-for-Gestational Age Category,Fetal Size-for-Gestational Age Category,Fetal Size-for-Gestational Age Category
C67153,C174374,Fetal Weight-for-Gest Age Percentile,Fetal Weight-for-Gest Age Percentile,Fetal Weight-for-Gestational Age Percentile,Fetal Weight-for-Gest Age Percentile; Fetal Weight-for-Gestational Age Percentile
C67153,C100946,Forearm Circumference,Forearm Circumference,Forearm Circumference,Forearm Circumference
C67153,C38082,Fraction of Inspired Oxygen,Fraction of Inspired Oxygen,Fraction of Inspired Oxygen,Fraction of Inspired Oxygen
C67153,C81255,Head Circumference,Head Circumference,Head Circumference,Head Circumference
C67153,C205753,Head Circumference-for-Age Percentile,Head Circumference-for-Age Percentile,Head Circumference-for-Age Percentile,Head Circumference-for-Age Percentile; Head Occipital-Frontal Circumference-for-Age Percentile
C67153,C199998,"Heart Rate Variability, SDANN","Heart Rate Variability, SDANN","Heart Rate Variability, Average Standard Deviation NN Interval Measurement","Heart Rate Variability, Average Standard Deviation NN Interval; Heart Rate Variability, SDANN"
C67153,C199682,"Heart Rate Variability, SDNN","Heart Rate Variability, SDNN","Heart Rate Variability, Standard Deviation NN Interval Measurement","Heart Rate Variability, SDNN; Heart Rate Variability, Standard Deviation NN Interval"
C67153,C49677,Heart Rate,Heart Rate,Heart Rate,Heart Rate
C67153,C25347,Height,Height,Height,Height
C67153,C163568,Height-for-Age Percentile,Height-for-Age Percentile,Height-for-Age Percentile,Height-for-Age Percentile
C67153,C100947,Hip Circumference,Hip Circumference,Hip Circumference,Hip Circumference
C67153,C117976,Ideal Body Weight,Ideal Body Weight,Ideal Body Weight,Ideal Body Weight
C67153,C41255,Interpretation,Interpretation,Interpretation,Interpretation
C67153,C84372,Knee to Heel Length,Knee to Heel Length,Knee to Heel Length Measurement,Knee to Heel Length
C67153,C71258,Lean Body Mass,Lean Body Mass,Lean Body Mass,Lean Body Mass
C67153,C139219,Lean Body Mass/Total Body Mass,Lean Body Mass/Total Body Mass,Lean Body Mass to Total Body Mass Ratio Measurement,Lean Body Mass/Total Body Mass
C67153,C199997,Lean Tissue Mass,Lean Tissue Mass,Lean Tissue Mass Measurement,Lean Tissue Mass
C67153,C174233,Mandibular Length,Mandibular Length,Mandibular Length,Mandibular Length
C67153,C147492,Maximum Predicted Heart Rate,Maximum Predicted Heart Rate,Maximum Predicted Heart Rate,Maximum Predicted Heart Rate
C67153,C49679,Mean Arterial Pressure,Mean Arterial Pressure,Mean Arterial Pressure,Mean Arterial Pressure
C67153,C124475,Mid-Upper Arm Circumference,Mid-Upper Arm Circumference,Mid-Upper Arm Circumference,Mid-Upper Arm Circumference
C67153,C154891,Neck Circumference,Neck Circumference,Neck Circumference,Neck Circumference
C67153,C60832,Oxygen Saturation,Oxygen Saturation,Oxygen Saturation Measurement,Oxygen Saturation
C67153,C174311,Oxygen Saturation/Fraction Inspired O2,Oxygen Saturation/Fraction Inspired O2,Oxygen Saturation/Fraction Inspired O2,Oxygen Saturation/Fraction Inspired O2
C67153,C174371,Peripheral Body Temperature,Peripheral Body Temperature,Peripheral Body Temperature,Peripheral Body Temperature
C67153,C100945,Pulse Pressure,Pulse Pressure,Pulse Pressure,Pulse Pressure
C67153,C49676,Pulse Rate,Pulse Rate,Pulse Rate,Pulse Rate
C67153,C49678,Respiratory Rate,Respiratory Rate,Respiratory Rate,Respiratory Rate
C67153,C87054,Sagittal Abdominal Diameter,Sagittal Abdominal Diameter,Sagittal Abdominal Diameter,Sagittal Abdominal Diameter
C67153,C98785,Subscapular Skinfold Thickness,Subscapular Skinfold Thickness,Subscapular Skinfold Thickness,Subscapular Skinfold Thickness
C67153,C25298,Systolic Blood Pressure,Systolic Blood Pressure,Systolic Blood Pressure,Systolic Blood Pressure
C67153,C172608,Systolic BP-for-Age Percentile,Systolic BP-for-Age Percentile,Systolic Blood Pressure-for-Age Percentile,Systolic Blood Pressure-for-Age Percentile; Systolic BP-for-Age Percentile
C67153,C172607,Systolic BP-for-Height Percentile,Systolic BP-for-Height Percentile,Systolic Blood Pressure-for-Height Percentile,Systolic Blood Pressure-for-Height Percentile; Systolic BP-for-Height Percentile
C67153,C174446,Temperature,Temperature,Body Temperature,Body Temperature; Temperature
C67153,C191365,Tibial Length,Tibial Length,Tibial Length,Tibial Length
C67153,C104622,Total Body Water,Total Body Water,Total Body Water Measurement,Total Body Water
C67153,C225770,Total Body Water/Total Body Mass,Total Body Water/Total Body Mass,Total Body Water to Total Body Mass Ratio Measurement,Total Body Water/Total Body Mass
C67153,C98793,Triceps Skinfold Thickness,Triceps Skinfold Thickness,Triceps Skinfold Thickness,Triceps Skinfold Thickness
C67153,C174376,Ulnar Length,Ulnar Length,Ulnar Length,Ulnar Length
C67153,C100948,Waist Circumference,Waist Circumference,Waist Circumference,Waist Circumference
C67153,C181552,Waist to Heel Length,Waist to Heel Length,Waist to Heel Length,Waist to Heel Length
C67153,C17651,Waist to Hip Ratio,Waist to Hip Ratio,Waist-Hip Ratio,Waist to Hip Ratio
C67153,C25208,Weight,Weight,Weight,Weight
C67153,C163569,Weight-for-Age Percentile,Weight-for-Age Percentile,Weight-for-Age Percentile,Weight-for-Age Percentile
C67153,C163570,Weight-for-Height Percentile,Weight-for-Height Percentile,Weight-for-Height Percentile,Weight-for-Height Percentile
